,eventDate,year,month,day,habitat,countryCode,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,hasCoordinate,species,iucnRedListCategory,substrate,latitude,longitude,coorUncert,observationID,region,district,filename,category_id,metaSubstrate,poisonous,elevation,landcover,biogeographicalRegion,filepath,label,is_augmented
4597,2020-10-26,2020,10.0,26.0,Thorny scrubland,DK,"Romagnesiella clavus (Romagn.) Contu, Matheny, P.-A.Moreau, Vizzini & A.de Haan",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crassisporiaceae,Romagnesiella,clavus,True,Romagnesiella clavus,NE,soil,55.296488,10.839504,5.0,2901941387,Syddanmark,Nyborg,2-2901941387.JPG,1983,jord,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-2901941387.JPG,0,False
4598,1980-09-14,1980,9.0,14.0,natural grassland,DK,Hygrocybe constrictospora Arnolds,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,constrictospora,True,Hygrocybe constrictospora,NE,soil,55.56262,8.08525,250.0,2238233378,Syddanmark,Varde,0-2238233378.JPG,1042,jord,0,0.0,17.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238233378.JPG,0,False
4599,2021-06-25,2021,6.0,25.0,garden,DK,Podosphaera fugax (Penz. & Sacc.) U.Braun & S.Takam.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Podosphaera,fugax,True,Podosphaera fugax,NE,living leaves,55.76006,12.476797,100.0,3311373325,Hovedstaden,Gladsaxe,3-3311373325.JPG,1771,plant material,0,59.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/3-3311373325.JPG,12,False
4600,2019-03-30,2019,3.0,30.0,bog,DK,Trichodelitschia bisporula (P.Crouan & H.Crouan) Munk ex N.Lundq.,Fungi,Ascomycota,Dothideomycetes,Phaeotrichales,Phaeotrichaceae,Trichodelitschia,bisporula,True,Trichodelitschia bisporula,NE,faeces,56.05386,12.549555,25.0,2239703914,Hovedstaden,Helsingør,5-2239703914.JPG,2262,animals,0,115.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/5-2239703914.JPG,5,False
4601,2017-09-24,2017,9.0,24.0,coniferous woodland/plantation,DK,Tylospora fibrillosa (Burt) Donk,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Tylospora,fibrillosa,True,Tylospora fibrillosa,NE,dead wood (including bark),56.133199,9.531465,25.0,2238514546,Midtjylland,Silkeborg,0-2238514546.JPG,2333,wood,0,32.0,12.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238514546.JPG,0,False
4602,2020-08-01,2020,8.0,1.0,natural grassland,DK,Puccinia calcitrapae DC.,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,calcitrapae,True,Puccinia calcitrapae,NE,living leaves,55.738564,10.892206,25.0,2821598352,Sjælland,Kalundborg,1-2821598352.JPG,1875,plant material,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2821598352.JPG,19,False
4603,2015-10-04,2015,10.0,4.0,Unmanaged deciduous woodland,IT,Mycena romagnesiana Maas Geest.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,romagnesiana,True,Mycena romagnesiana,NE,dead wood (including bark),43.857833,11.748156,50.0,4100102895,Toscana,Arezzo,0-4100102895.JPG,1456,wood,0,5.0,13.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-4100102895.JPG,0,False
4604,2018-11-02,2018,11.0,2.0,salt meadow,DK,Lecidea grisella Flörke,Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Lecidea,grisella,True,Lecidea grisella,NE,siliceous stone,54.667223,11.615733,5.0,2238582812,Sjælland,Guldborgsund,0-2238582812.JPG,1237,stone,0,607.0,9.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238582812.JPG,11,False
4605,2021-07-08,2021,7.0,8.0,Bog woodland,DK,"Entoloma nordlandicum Noordel., Lorås, Eidissen & Dima",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,nordlandicum,True,Entoloma nordlandicum,NE,soil,55.566832,11.887518,5.0,3320487317,Sjælland,Lejre,1-3320487317.JPG,779,jord,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-3320487317.JPG,0,False
4606,2019-11-07,2019,11.0,7.0,Unmanaged deciduous woodland,GR,"Baorangia emileorum (Barbier) Vizzini, Simonini & Gelardi",Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Baorangia,emileorum,True,Baorangia emileorum,NE,soil,39.819414,21.935278,50.0,2452380511,Thessaly and Central Greece,Thessaly,1-2452380511.JPG,177,jord,0,562.0,4.0,mediterranean,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2452380511.JPG,0,False
4607,2021-11-21,2021,11.0,21.0,coniferous woodland/plantation,DK,Kavinia alboviridis (Morgan) Gilb. & Budington,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Lentariaceae,Kavinia,alboviridis,True,Kavinia alboviridis,NE,dead wood (including bark),55.996005,12.451053,50.0,3412515349,Hovedstaden,Fredensborg,2-3412515349.JPG,1160,wood,0,68.0,8.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-3412515349.JPG,0,False
4608,2021-10-08,2021,10.0,8.0,coniferous woodland/plantation,DK,Phlegmacium areni-silvae (Brandrud) Niskanen & Liimat.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Phlegmacium,areni-silvae,True,Phlegmacium areni-silvae,NE,soil,56.258942,9.730501,25.0,4465862333,Midtjylland,Silkeborg,1-4465862333.JPG,1666,jord,0,57.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-4465862333.JPG,0,False
4609,2019-07-20,2019,7.0,20.0,Deciduous woodland,DK,Nectriopsis rubefaciens (Ellis & Everh.) M.S.Cole & D.Hawksw.,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,rubefaciens,True,Nectriopsis rubefaciens,NE,fungi,55.562112,11.919029,25.0,2285836465,Sjælland,Lejre,1-2285836465.JPG,1500,fungi and mycetozoans,0,0.0,11.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2285836465.JPG,20,False
4610,2021-02-27,2021,2.0,27.0,garden,DK,"Comatricha alta Preuss, 1851",Protozoa,Mycetozoa,Myxomycetes,Stemonitidales,Stemonitidaceae,Comatricha,alta,True,Comatricha alta,NE,dead wood (including bark),56.087201,12.215145,10.0,3061954303,Hovedstaden,Gribskov,6-3061954303.JPG,386,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/6-3061954303.JPG,15,False
4611,2020-07-22,2020,7.0,22.0,natural grassland,DK,Mycosphaerella salicicola (Fuckel) Johanson ex Oudem.,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,salicicola,True,Mycosphaerella salicicola,NE,living leaves,56.019446,11.991819,75.0,3036767301,Hovedstaden,Halsnæs,0-3036767301.JPG,1475,plant material,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3036767301.JPG,5,False
4612,2020-07-03,2020,7.0,3.0,dune,DK,Ramalina cuspidata (Ach.) Nyl.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,cuspidata,True,Ramalina cuspidata,NE,siliceous stone,55.004278,14.966881,25.0,2812984337,Hovedstaden,Bornholm,0-2812984337.JPG,1920,stone,0,186.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2812984337.JPG,11,False
4613,2013-08-07,2013,8.0,7.0,bog,DK,Trichoderma phellinicola Jaklitsch,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,phellinicola,True,Trichoderma phellinicola,NE,fungi,55.65268,12.04642,10.0,2238218058,Sjælland,Roskilde,0-2238218058.JPG,2269,fungi and mycetozoans,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238218058.JPG,20,False
4614,2021-03-10,2021,3.0,10.0,Mixed woodland (with coniferous and deciduous trees),DK,Daldinia loculata (Lév.) Sacc.,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,loculata,True,Daldinia loculata,NE,dead wood (including bark),56.484531,8.508305,65.0,3052906323,Midtjylland,Struer,3-3052906323.JPG,649,wood,0,0.0,17.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/3-3052906323.JPG,20,False
4615,2020-10-23,2020,10.0,23.0,bog,DK,Parascedosporium putredinis (Corda) Lackner & de Hoog,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Parascedosporium,putredinis,True,Parascedosporium putredinis,NE,faeces,56.036748,12.445253,25.0,2901942322,Hovedstaden,Helsingør,3-2901942322.JPG,1576,animals,0,20.0,12.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/3-2901942322.JPG,20,False
4616,2019-10-08,2019,10.0,8.0,dune,DK,Inocybe dunensis P.D.Orton,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,dunensis,True,Inocybe dunensis,NE,soil,57.153708,9.328092,15.0,2425493701,Nordjylland,Jammerbugt,0-2425493701.JPG,1118,jord,0,76.0,12.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2425493701.JPG,0,False
4617,2021-05-20,2021,5.0,20.0,park/churchyard,DK,"Lopadostoma fagi Jaklitsch, J.Fourn. & Voglmayr",Fungi,Ascomycota,Sordariomycetes,Xylariales,Lopadostomataceae,Lopadostoma,fagi,True,Lopadostoma fagi,NE,dead wood (including bark),55.700961,12.565128,5.0,3116981326,Hovedstaden,København,0-3116981326.JPG,1316,wood,0,72.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3116981326.JPG,20,False
4618,2019-05-30,2019,5.0,30.0,bog,DK,Godronia muehlenbeckii Moug. & Lév.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Godroniaceae,Godronia,muehlenbeckii,True,Godronia muehlenbeckii,NE,"stems of herbs, grass etc",56.053419,12.549562,50.0,2248039622,Hovedstaden,Helsingør,3-2248039622.JPG,929,plant material,0,121.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/3-2248039622.JPG,12,False
4619,2021-10-04,2021,10.0,4.0,roadside,DK,Erysiphe intermedia (U.Braun) U.Braun,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Erysiphe,intermedia,True,Erysiphe intermedia,NE,living leaves,55.814111,12.520074,25.0,3382570373,Hovedstaden,Rudersdal,2-3382570373.JPG,831,plant material,0,91.0,1.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-3382570373.JPG,12,False
4620,2020-09-25,2020,9.0,25.0,Deciduous woodland,DK,"Fellhanera viridisorediata Aptroot, M.Brand & Spier",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Byssolomataceae,Fellhanera,viridisorediata,True,Fellhanera viridisorediata,NE,bark of living trees,57.139884,9.325496,100.0,2898633459,Nordjylland,Jammerbugt,0-2898633459.JPG,860,wood,0,76.0,12.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2898633459.JPG,11,False
4621,2014-09-21,2014,9.0,21.0,Unmanaged deciduous woodland,DK,Cortinarius albocyaneus Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,albocyaneus,True,Cortinarius albocyaneus,NE,soil,56.10142,10.23802,50.0,2238406201,Midtjylland,Århus,1-2238406201.JPG,450,jord,0,7.0,9.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2238406201.JPG,0,False
4622,2020-02-15,2020,2.0,15.0,natural grassland,DK,Leptotrochila trifolii-arvensis (Nannf.) Schüepp,Fungi,Ascomycota,Leotiomycetes,Helotiales,Drepanopezizaceae,Leptotrochila,trifolii-arvensis,True,Leptotrochila trifolii-arvensis,NE,living leaves,54.943611,11.99662,10.0,2575120556,Sjælland,Vordingborg,0-2575120556.JPG,1274,plant material,0,138.0,1.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2575120556.JPG,12,False
4623,2017-10-09,2017,10.0,9.0,park/churchyard,DK,Phaeocollybia arduennensis Bon,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Phaeocollybia,arduennensis,True,Phaeocollybia arduennensis,NE,soil,55.782064,12.494644,25.0,2238523274,Hovedstaden,Lyngby-Taarbæk,4-2238523274.JPG,1640,jord,0,80.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/4-2238523274.JPG,0,False
4624,2017-09-20,2017,9.0,20.0,Deciduous woodland,DK,Malvipezia emileia (Cooke) Van Vooren,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Malvipezia,emileia,True,Malvipezia emileia,NE,soil,55.677052,9.850359,75.0,3463105301,Midtjylland,Hedensted,0-3463105301.JPG,1356,jord,0,15.0,12.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3463105301.JPG,18,False
4625,2015-07-11,2015,7.0,11.0,gravel or clay pit,DK,Stictis stellata Wallr.,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Stictis,stellata,True,Stictis stellata,NE,"stems of herbs, grass etc",55.61456,12.06078,50.0,2238414298,Sjælland,Roskilde,0-2238414298.JPG,2156,plant material,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238414298.JPG,11,False
4626,2021-10-16,2021,10.0,16.0,park/churchyard,DK,Phyllactinia betulae (DC.) Fuss,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Phyllactinia,betulae,True,Phyllactinia guttata,NE,living leaves,55.883062,12.541169,75.0,3392614347,Hovedstaden,Hørsholm,0-3392614347.JPG,1704,plant material,0,106.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3392614347.JPG,12,False
4627,2017-09-22,2017,9.0,22.0,Mixed woodland (with coniferous and deciduous trees),DK,"Fuligo muscorum Alb. & Schwein., 1805",Protozoa,Mycetozoa,Myxomycetes,Physarales,Physaraceae,Fuligo,muscorum,True,Fuligo muscorum,NE,other substrate,55.640569,8.508718,25.0,2238512677,Syddanmark,Varde,5-2238512677.JPG,878,other substrate,0,0.0,17.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/5-2238512677.JPG,15,False
4628,2015-10-15,2015,10.0,15.0,Unmanaged deciduous woodland,DK,"Cortinarius mammillatus Kałucka, Kytöv., Niskanen & Liimat.",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,mammillatus,True,Cortinarius mammillatus,NE,soil,55.011609,8.959109,40.0,2238433722,Syddanmark,Tønder,0-2238433722.JPG,514,jord,0,0.0,17.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238433722.JPG,0,False
4629,2020-07-05,2020,7.0,5.0,Deciduous woodland,DK,Psilachnum pteridigenum Graddon,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Psilachnum,pteridigenum,True,Psilachnum pteridigenum,NE,"dead stems of herbs, grass etc",55.270559,12.087643,25.0,2999561304,Sjælland,Faxe,1-2999561304.JPG,1858,plant material,0,26.0,10.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2999561304.JPG,12,False
4630,2021-08-01,2021,8.0,1.0,Deciduous woodland,DK,Thecaphora affinis W.G.Schneid.,Fungi,Basidiomycota,Ustilaginomycetes,Urocystidales,Glomosporiaceae,Thecaphora,affinis,True,Thecaphora affinis,NE,fruits,55.613338,11.388595,10.0,3332297303,Sjælland,Holbæk,0-3332297303.JPG,2201,plant material,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3332297303.JPG,23,False
4631,2017-09-26,2017,9.0,26.0,natural grassland,DK,Paecilomyces marquandii (Massee) S.Hughes,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Marquandomyces,marquandii,True,Marquandomyces marquandii,NE,fungi,57.007542,9.481914,25.0,2238515417,Nordjylland,Aalborg,1-2238515417.JPG,1566,fungi and mycetozoans,0,98.0,9.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2238515417.JPG,20,False
4632,2020-08-02,2020,8.0,2.0,garden,DK,Puccinia antirrhini Dietel & Holw.,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,antirrhini,True,Puccinia antirrhini,NE,living leaves,55.645782,12.537519,5.0,2821594354,Hovedstaden,København,3-2821594354.JPG,1871,plant material,0,91.0,10.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/3-2821594354.JPG,19,False
4633,2017-09-29,2017,9.0,29.0,Unmanaged deciduous woodland,SE,Calonarius rapaceotomentosus (Delaporte & Eyssart.) Niskanen & Liimat.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Calonarius,rapaceotomentosus,True,Calonarius rapaceotomentosus,NE,soil,56.731842,16.6888,15.0,2238516163,Kalmar,Borgholm,0-2238516163.JPG,234,jord,0,0.0,17.0,boreal,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238516163.JPG,0,False
4634,2016-07-10,2016,7.0,10.0,lawn,DK,"Parasola hercules (Uljé & Bas) Redhead, Vilgalys & Hopple",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,hercules,True,Parasola hercules,NE,soil,55.622617,11.980335,75.0,2238467912,Sjælland,Lejre,2-2238467912.JPG,1579,jord,0,51.0,8.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-2238467912.JPG,0,False
4635,2016-09-24,2016,9.0,24.0,Deciduous woodland,DK,Russula raoultii Quél.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,raoultii,True,Russula raoultii,NE,soil,54.811642,11.477423,50.0,2238474966,Sjælland,Lolland,0-2238474966.JPG,2017,jord,0,19.0,8.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238474966.JPG,0,False
4636,2021-07-15,2021,7.0,15.0,Unmanaged coniferous woodland,DE,Mycena viridimarginata P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,viridimarginata,True,Mycena viridimarginata,NE,dead wood (including bark),51.765423,10.539215,25.0,3324328338,Niedersachsen,Goslar,0-3324328338.JPG,1463,wood,0,9.0,9.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3324328338.JPG,0,False
4637,2021-04-07,2021,4.0,7.0,Unmanaged deciduous woodland,DK,Pertusaria flavida (DC.) J.R.Laundon,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,flavida,True,Pertusaria flavida,NE,bark of living trees,56.290132,10.473812,5.0,3070923335,Midtjylland,Syddjurs,2-3070923335.JPG,1618,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/2-3070923335.JPG,11,False
4638,2020-06-27,2020,6.0,27.0,meadow,DK,Flagelloscypha pilatii Agerer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Niaceae,Flagelloscypha,pilatii,True,Flagelloscypha pilatii,NE,"stems of herbs, grass etc",55.959603,12.274834,50.0,2651219320,Hovedstaden,Hillerød,0-2651219320.JPG,866,plant material,0,25.0,13.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2651219320.JPG,0,False
4639,2019-08-10,2019,8.0,10.0,Forest bog,DK,Phomopsis dulcamarae (Sacc.) Traverso,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,dulcamarae,True,Diaporthe dulcamarae,NE,dead wood (including bark),55.954906,12.289346,25.0,2332528086,Hovedstaden,Hillerød,0-2332528086.JPG,1693,wood,0,22.0,9.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2332528086.JPG,20,False
4640,2011-08-23,2011,8.0,23.0,garden,DK,Conocybe fuscimarginata (Murrill) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,fuscimarginata,True,Conocybe fuscimarginata,NE,soil,55.0669,12.10609,2.0,2237972364,Sjælland,Vordingborg,0-2237972364.JPG,398,jord,0,76.0,5.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2237972364.JPG,0,False
4641,2015-09-29,2015,9.0,29.0,Bog woodland,DK,Hypholoma tuberosum Redhead & Kroeger,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Psilocybe,tuberosum,True,Psilocybe tuberifera,NE,soil,55.353,10.44067,50.0,2238429623,Syddanmark,Odense,0-2238429623.JPG,1081,jord,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238429623.JPG,0,False
4642,2020-04-11,2020,4.0,11.0,natural grassland,DK,Cladonia botrytes (K.G.Hagen) Willd.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,botrytes,True,Cladonia botrytes,NE,dead wood (including bark),56.228514,10.565135,25.0,2598726051,Midtjylland,Syddjurs,1-2598726051.JPG,333,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2598726051.JPG,11,False
4643,2020-12-14,2020,12.0,14.0,Deciduous woodland,DK,Trichoderma silvae-virgineae Jaklitsch,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,silvae-virgineae,True,Trichoderma silvae-virgineae,NE,dead wood (including bark),55.426213,11.580607,25.0,3039839301,Sjælland,Sorø,4-3039839301.JPG,2271,wood,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/4-3039839301.JPG,20,False
4644,2019-09-24,2019,9.0,24.0,Deciduous woodland,DK,Pachyphlodes conglomerata (Berk. & Broome) Doweld,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pachyphlodes,conglomerata,True,Pachyphlodes conglomerata,NE,soil,55.748685,12.582161,50.0,2421821575,Hovedstaden,Gentofte,4-2421821575.JPG,1563,jord,0,65.0,8.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/4-2421821575.JPG,18,False
4645,2021-04-20,2021,4.0,20.0,Deciduous woodland,DK,Anisomeridium polypori (Ellis & Everh.) M.E.Barr,Fungi,Ascomycota,Dothideomycetes,Monoblastiales,Monoblastiaceae,Anisomeridium,polypori,True,Anisomeridium polypori,NE,bark of living trees,56.547266,8.321416,10.0,3091009313,Midtjylland,Lemvig,1-3091009313.JPG,70,wood,0,33.0,12.0,atlantic,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-3091009313.JPG,5,False
4646,2020-09-25,2020,9.0,25.0,Unmanaged deciduous woodland,SE,Cortinarius pseudovulpinus Rob.Henry & Ramm,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Phlegmacium,pseudovulpinus,True,Phlegmacium pseudovulpinum,NE,soil,56.752276,16.681066,25.0,2864914450,Kalmar,Borgholm,0-2864914450.JPG,537,jord,0,0.0,17.0,boreal,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2864914450.JPG,0,False
4647,2016-09-24,2016,9.0,24.0,Deciduous woodland,DK,Cortinarius albocyaneus Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,albocyaneus,True,Cortinarius albocyaneus,NE,soil,54.813299,11.482187,50.0,2238477433,Sjælland,Lolland,1-2238477433.JPG,450,jord,0,36.0,8.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2238477433.JPG,0,False
4648,2021-09-26,2021,9.0,26.0,Mixed woodland (with coniferous and deciduous trees),SE,Chlorociboria aeruginosa (Oeder) Seaver,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorociboriaceae,Chlorociboria,aeruginosa,True,Chlorociboria aeruginosa,NE,dead wood (including bark),56.3947,15.427808,10.0,3358350484,Blekinge,Karlskrona,0-3358350484.JPG,311,wood,0,160.0,5.0,boreal,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-3358350484.JPG,12,False
4649,2011-09-29,2011,9.0,29.0,salt meadow,DK,Tulostoma kotlabae Pouzar,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,kotlabae,True,Tulostoma kotlabae,NE,soil,56.03566,12.0214,100.0,2238090627,Hovedstaden,Gribskov,0-2238090627.JPG,2331,jord,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238090627.JPG,0,False
4650,2020-08-05,2020,8.0,5.0,Unmanaged coniferous woodland,SE,Cortinarius citrinofulvescens M.M.Moser,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,citrinofulvescens,True,Cortinarius citrinofulvescens,NE,soil,58.567223,13.774865,75.0,2860294303,Västra Götaland,Mariestad,0-2860294303.JPG,471,jord,0,0.0,17.0,boreal,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2860294303.JPG,0,False
4651,2009-08-09,2009,8.0,9.0,Deciduous woodland,DK,Russula rubra (Lam.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,rubra,True,Russula emetica,NE,soil,55.02662,12.38878,50.0,2238208504,Sjælland,Vordingborg,1-2238208504.JPG,2020,jord,1,139.0,1.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-2238208504.JPG,0,False
4652,2019-11-28,2019,11.0,28.0,Deciduous woodland,DK,Dermea padi (Alb. & Schwein.) Fr.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Dermea,padi,True,Dermea padi,NE,bark of living trees,55.967097,12.275348,50.0,2460547358,Hovedstaden,Hillerød,5-2460547358.JPG,672,wood,0,32.0,8.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/5-2460547358.JPG,12,False
4653,2021-03-07,2021,3.0,7.0,heath,DK,Cladonia carneola (Fr.) Fr.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,carneola,True,Cladonia carneola,NE,soil,55.958864,11.731598,10.0,3070926310,Sjælland,Odsherred,1-3070926310.JPG,335,jord,0,0.0,17.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/1-3070926310.JPG,11,False
4654,2007-10-24,2007,10.0,24.0,Unmanaged deciduous woodland,DK,Cortinarius valgus Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,valgus,True,Cortinarius valgus,NE,soil,56.15272,9.56789,100.0,2238207010,Midtjylland,Silkeborg,0-2238207010.JPG,571,jord,0,0.0,9.0,continental,../data/fungi-clef-2025/images/FungiTastic-FewShot/train/300p/0-2238207010.JPG,0,False
